DeliveryDate,TradeDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
"2023-12-10","2023-12-10","2023-12-10T15:30:00","2023-12-10T16:00:00",4220,997,5217
"2023-12-10","2023-12-10","2023-12-10T16:00:00","2023-12-10T16:30:00",4283,1027,5310
"2023-12-10","2023-12-10","2023-12-10T16:30:00","2023-12-10T17:00:00",4441,1108,5549
"2023-12-10","2023-12-10","2023-12-10T17:00:00","2023-12-10T17:30:00",4588,1171,5759
"2023-12-10","2023-12-10","2023-12-10T17:30:00","2023-12-10T18:00:00",4699,1190,5889
"2023-12-10","2023-12-10","2023-12-10T18:00:00","2023-12-10T18:30:00",4675,1169,5844
"2023-12-10","2023-12-10","2023-12-10T18:30:00","2023-12-10T19:00:00",4615,1120,5735
"2023-12-10","2023-12-10","2023-12-10T19:00:00","2023-12-10T19:30:00",4546,1073,5619
"2023-12-10","2023-12-10","2023-12-10T19:30:00","2023-12-10T20:00:00",4470,1020,5490
"2023-12-10","2023-12-10","2023-12-10T20:00:00","2023-12-10T20:30:00",4385,996,5381
"2023-12-10","2023-12-10","2023-12-10T20:30:00","2023-12-10T21:00:00",4303,958,5261
"2023-12-10","2023-12-10","2023-12-10T21:00:00","2023-12-10T21:30:00",4182,932,5114
"2023-12-10","2023-12-10","2023-12-10T21:30:00","2023-12-10T22:00:00",4032,887,4919
"2023-12-10","2023-12-10","2023-12-10T22:00:00","2023-12-10T22:30:00",3883,822,4705
"2023-12-10","2023-12-10","2023-12-10T22:30:00","2023-12-10T23:00:00",3770,767,4537
"2023-12-10","2023-12-11","2023-12-10T23:00:00","2023-12-10T23:30:00",3657,701,4358
"2023-12-10","2023-12-11","2023-12-10T23:30:00","2023-12-11T00:00:00",3618,654,4272
"2023-12-11","2023-12-11","2023-12-11T00:00:00","2023-12-11T00:30:00",3448,682,4130
"2023-12-11","2023-12-11","2023-12-11T00:30:00","2023-12-11T01:00:00",3377,657,4034
"2023-12-11","2023-12-11","2023-12-11T01:00:00","2023-12-11T01:30:00",3282,631,3913
"2023-12-11","2023-12-11","2023-12-11T01:30:00","2023-12-11T02:00:00",3219,648,3867
"2023-12-11","2023-12-11","2023-12-11T02:00:00","2023-12-11T02:30:00",3197,638,3835
"2023-12-11","2023-12-11","2023-12-11T02:30:00","2023-12-11T03:00:00",3192,632,3824
"2023-12-11","2023-12-11","2023-12-11T03:00:00","2023-12-11T03:30:00",3142,623,3765
"2023-12-11","2023-12-11","2023-12-11T03:30:00","2023-12-11T04:00:00",3118,617,3735
"2023-12-11","2023-12-11","2023-12-11T04:00:00","2023-12-11T04:30:00",3107,610,3717
"2023-12-11","2023-12-11","2023-12-11T04:30:00","2023-12-11T05:00:00",3100,614,3714
"2023-12-11","2023-12-11","2023-12-11T05:00:00","2023-12-11T05:30:00",3116,627,3743
"2023-12-11","2023-12-11","2023-12-11T05:30:00","2023-12-11T06:00:00",3202,647,3849
"2023-12-11","2023-12-11","2023-12-11T06:00:00","2023-12-11T06:30:00",3337,709,4046
"2023-12-11","2023-12-11","2023-12-11T06:30:00","2023-12-11T07:00:00",3576,793,4369
"2023-12-11","2023-12-11","2023-12-11T07:00:00","2023-12-11T07:30:00",3869,905,4774
"2023-12-11","2023-12-11","2023-12-11T07:30:00","2023-12-11T08:00:00",4252,1037,5289
"2023-12-11","2023-12-11","2023-12-11T08:00:00","2023-12-11T08:30:00",4469,1132,5601
"2023-12-11","2023-12-11","2023-12-11T08:30:00","2023-12-11T09:00:00",4551,1153,5704
"2023-12-11","2023-12-11","2023-12-11T09:00:00","2023-12-11T09:30:00",4634,1180,5814
"2023-12-11","2023-12-11","2023-12-11T09:30:00","2023-12-11T10:00:00",4712,1216,5928
"2023-12-11","2023-12-11","2023-12-11T10:00:00","2023-12-11T10:30:00",4733,1211,5944
"2023-12-11","2023-12-11","2023-12-11T10:30:00","2023-12-11T11:00:00",4724,1213,5937
"2023-12-11","2023-12-11","2023-12-11T11:00:00","2023-12-11T11:30:00",4705,1209,5914
"2023-12-11","2023-12-11","2023-12-11T11:30:00","2023-12-11T12:00:00",4680,1202,5882
"2023-12-11","2023-12-11","2023-12-11T12:00:00","2023-12-11T12:30:00",4675,1204,5879
"2023-12-11","2023-12-11","2023-12-11T12:30:00","2023-12-11T13:00:00",4691,1219,5910
"2023-12-11","2023-12-11","2023-12-11T13:00:00","2023-12-11T13:30:00",4708,1209,5917
"2023-12-11","2023-12-11","2023-12-11T13:30:00","2023-12-11T14:00:00",4619,1181,5800
"2023-12-11","2023-12-11","2023-12-11T14:00:00","2023-12-11T14:30:00",4604,1176,5780
"2023-12-11","2023-12-11","2023-12-11T14:30:00","2023-12-11T15:00:00",4621,1182,5803
"2023-12-11","2023-12-11","2023-12-11T15:00:00","2023-12-11T15:30:00",4676,1172,5848
"2023-12-11","2023-12-11","2023-12-11T15:30:00","2023-12-11T16:00:00",4717,1197,5914
"2023-12-11","2023-12-11","2023-12-11T16:00:00","2023-12-11T16:30:00",4806,1240,6046
"2023-12-11","2023-12-11","2023-12-11T16:30:00","2023-12-11T17:00:00",4970,1329,6299
"2023-12-11","2023-12-11","2023-12-11T17:00:00","2023-12-11T17:30:00",5164,1370,6534
"2023-12-11","2023-12-11","2023-12-11T17:30:00","2023-12-11T18:00:00",5200,1362,6562
"2023-12-11","2023-12-11","2023-12-11T18:00:00","2023-12-11T18:30:00",5138,1315,6453
"2023-12-11","2023-12-11","2023-12-11T18:30:00","2023-12-11T19:00:00",5029,1255,6284
"2023-12-11","2023-12-11","2023-12-11T19:00:00","2023-12-11T19:30:00",4940,1204,6144
"2023-12-11","2023-12-11","2023-12-11T19:30:00","2023-12-11T20:00:00",4857,1159,6016
"2023-12-11","2023-12-11","2023-12-11T20:00:00","2023-12-11T20:30:00",4717,1119,5836
"2023-12-11","2023-12-11","2023-12-11T20:30:00","2023-12-11T21:00:00",4618,1083,5701
"2023-12-11","2023-12-11","2023-12-11T21:00:00","2023-12-11T21:30:00",4514,1050,5564
"2023-12-11","2023-12-11","2023-12-11T21:30:00","2023-12-11T22:00:00",4321,980,5301
"2023-12-11","2023-12-11","2023-12-11T22:00:00","2023-12-11T22:30:00",4154,924,5078
"2023-12-11","2023-12-11","2023-12-11T22:30:00","2023-12-11T23:00:00",3937,870,4807
"2023-12-11","2023-12-12","2023-12-11T23:00:00","2023-12-11T23:30:00",3786,801,4587
"2023-12-11","2023-12-12","2023-12-11T23:30:00","2023-12-12T00:00:00",3713,747,4460
"2023-12-12","2023-12-12","2023-12-12T00:00:00","2023-12-12T00:30:00",3810,697,4507
"2023-12-12","2023-12-12","2023-12-12T00:30:00","2023-12-12T01:00:00",3715,674,4389
"2023-12-12","2023-12-12","2023-12-12T01:00:00","2023-12-12T01:30:00",3619,660,4279
"2023-12-12","2023-12-12","2023-12-12T01:30:00","2023-12-12T02:00:00",3515,672,4187
"2023-12-12","2023-12-12","2023-12-12T02:00:00","2023-12-12T02:30:00",3429,660,4089
"2023-12-12","2023-12-12","2023-12-12T02:30:00","2023-12-12T03:00:00",3397,652,4049
"2023-12-12","2023-12-12","2023-12-12T03:00:00","2023-12-12T03:30:00",3365,644,4009
"2023-12-12","2023-12-12","2023-12-12T03:30:00","2023-12-12T04:00:00",3307,636,3943
"2023-12-12","2023-12-12","2023-12-12T04:00:00","2023-12-12T04:30:00",3309,630,3939
"2023-12-12","2023-12-12","2023-12-12T04:30:00","2023-12-12T05:00:00",3300,633,3933
"2023-12-12","2023-12-12","2023-12-12T05:00:00","2023-12-12T05:30:00",3352,646,3998
"2023-12-12","2023-12-12","2023-12-12T05:30:00","2023-12-12T06:00:00",3432,667,4099
"2023-12-12","2023-12-12","2023-12-12T06:00:00","2023-12-12T06:30:00",3579,717,4296
"2023-12-12","2023-12-12","2023-12-12T06:30:00","2023-12-12T07:00:00",3805,805,4610
"2023-12-12","2023-12-12","2023-12-12T07:00:00","2023-12-12T07:30:00",4154,908,5062
"2023-12-12","2023-12-12","2023-12-12T07:30:00","2023-12-12T08:00:00",4490,1027,5517
"2023-12-12","2023-12-12","2023-12-12T08:00:00","2023-12-12T08:30:00",4687,1129,5816
"2023-12-12","2023-12-12","2023-12-12T08:30:00","2023-12-12T09:00:00",4763,1156,5919
"2023-12-12","2023-12-12","2023-12-12T09:00:00","2023-12-12T09:30:00",4801,1172,5973
"2023-12-12","2023-12-12","2023-12-12T09:30:00","2023-12-12T10:00:00",4860,1203,6063
"2023-12-12","2023-12-12","2023-12-12T10:00:00","2023-12-12T10:30:00",4876,1206,6082
"2023-12-12","2023-12-12","2023-12-12T10:30:00","2023-12-12T11:00:00",4865,1202,6067
"2023-12-12","2023-12-12","2023-12-12T11:00:00","2023-12-12T11:30:00",4874,1210,6084
"2023-12-12","2023-12-12","2023-12-12T11:30:00","2023-12-12T12:00:00",4877,1203,6080
"2023-12-12","2023-12-12","2023-12-12T12:00:00","2023-12-12T12:30:00",4865,1200,6065
"2023-12-12","2023-12-12","2023-12-12T12:30:00","2023-12-12T13:00:00",4896,1208,6104
"2023-12-12","2023-12-12","2023-12-12T13:00:00","2023-12-12T13:30:00",4850,1203,6053
"2023-12-12","2023-12-12","2023-12-12T13:30:00","2023-12-12T14:00:00",4816,1179,5995
"2023-12-12","2023-12-12","2023-12-12T14:00:00","2023-12-12T14:30:00",4735,1171,5906
"2023-12-12","2023-12-12","2023-12-12T14:30:00","2023-12-12T15:00:00",4698,1170,5868
"2023-12-12","2023-12-12","2023-12-12T15:00:00","2023-12-12T15:30:00",4691,1168,5859
"2023-12-12","2023-12-12","2023-12-12T15:30:00","2023-12-12T16:00:00",4740,1181,5921
"2023-12-12","2023-12-12","2023-12-12T16:00:00","2023-12-12T16:30:00",4794,1219,6013
"2023-12-12","2023-12-12","2023-12-12T16:30:00","2023-12-12T17:00:00",4980,1294,6274
"2023-12-12","2023-12-12","2023-12-12T17:00:00","2023-12-12T17:30:00",5193,1350,6543
"2023-12-12","2023-12-12","2023-12-12T17:30:00","2023-12-12T18:00:00",5250,1343,6593
"2023-12-12","2023-12-12","2023-12-12T18:00:00","2023-12-12T18:30:00",5222,1291,6513
"2023-12-12","2023-12-12","2023-12-12T18:30:00","2023-12-12T19:00:00",5164,1234,6398
"2023-12-12","2023-12-12","2023-12-12T19:00:00","2023-12-12T19:30:00",5058,1184,6242
"2023-12-12","2023-12-12","2023-12-12T19:30:00","2023-12-12T20:00:00",4985,1151,6136
"2023-12-12","2023-12-12","2023-12-12T20:00:00","2023-12-12T20:30:00",4908,1103,6011
"2023-12-12","2023-12-12","2023-12-12T20:30:00","2023-12-12T21:00:00",4809,1076,5885
"2023-12-12","2023-12-12","2023-12-12T21:00:00","2023-12-12T21:30:00",4662,1034,5696
"2023-12-12","2023-12-12","2023-12-12T21:30:00","2023-12-12T22:00:00",4472,966,5438
"2023-12-12","2023-12-12","2023-12-12T22:00:00","2023-12-12T22:30:00",4308,880,5188
"2023-12-12","2023-12-12","2023-12-12T22:30:00","2023-12-12T23:00:00",4101,833,4934
"2023-12-12","2023-12-13","2023-12-12T23:00:00","2023-12-12T23:30:00",3976,791,4767
"2023-12-12","2023-12-13","2023-12-12T23:30:00","2023-12-13T00:00:00",3934,745,4679
"2023-12-13","2023-12-13","2023-12-13T00:00:00","2023-12-13T00:30:00",3644,672,4316
"2023-12-13","2023-12-13","2023-12-13T00:30:00","2023-12-13T01:00:00",3576,630,4206
"2023-12-13","2023-12-13","2023-12-13T01:00:00","2023-12-13T01:30:00",3459,620,4079
"2023-12-13","2023-12-13","2023-12-13T01:30:00","2023-12-13T02:00:00",3409,641,4050
"2023-12-13","2023-12-13","2023-12-13T02:00:00","2023-12-13T02:30:00",3356,629,3985
"2023-12-13","2023-12-13","2023-12-13T02:30:00","2023-12-13T03:00:00",3367,629,3996
"2023-12-13","2023-12-13","2023-12-13T03:00:00","2023-12-13T03:30:00",3317,623,3940
"2023-12-13","2023-12-13","2023-12-13T03:30:00","2023-12-13T04:00:00",3304,624,3928
"2023-12-13","2023-12-13","2023-12-13T04:00:00","2023-12-13T04:30:00",3274,621,3895
"2023-12-13","2023-12-13","2023-12-13T04:30:00","2023-12-13T05:00:00",3260,626,3886
"2023-12-13","2023-12-13","2023-12-13T05:00:00","2023-12-13T05:30:00",3284,634,3918
"2023-12-13","2023-12-13","2023-12-13T05:30:00","2023-12-13T06:00:00",3354,660,4014
"2023-12-13","2023-12-13","2023-12-13T06:00:00","2023-12-13T06:30:00",3501,716,4217
"2023-12-13","2023-12-13","2023-12-13T06:30:00","2023-12-13T07:00:00",3735,812,4547
"2023-12-13","2023-12-13","2023-12-13T07:00:00","2023-12-13T07:30:00",4025,916,4941
"2023-12-13","2023-12-13","2023-12-13T07:30:00","2023-12-13T08:00:00",4391,1047,5438
"2023-12-13","2023-12-13","2023-12-13T08:00:00","2023-12-13T08:30:00",4600,1140,5740
"2023-12-13","2023-12-13","2023-12-13T08:30:00","2023-12-13T09:00:00",4632,1162,5794
"2023-12-13","2023-12-13","2023-12-13T09:00:00","2023-12-13T09:30:00",4664,1190,5854
"2023-12-13","2023-12-13","2023-12-13T09:30:00","2023-12-13T10:00:00",4724,1220,5944
"2023-12-13","2023-12-13","2023-12-13T10:00:00","2023-12-13T10:30:00",4698,1221,5919
"2023-12-13","2023-12-13","2023-12-13T10:30:00","2023-12-13T11:00:00",4690,1218,5908
"2023-12-13","2023-12-13","2023-12-13T11:00:00","2023-12-13T11:30:00",4703,1219,5922
"2023-12-13","2023-12-13","2023-12-13T11:30:00","2023-12-13T12:00:00",4683,1204,5887
"2023-12-13","2023-12-13","2023-12-13T12:00:00","2023-12-13T12:30:00",4679,1198,5877
"2023-12-13","2023-12-13","2023-12-13T12:30:00","2023-12-13T13:00:00",4694,1197,5891
"2023-12-13","2023-12-13","2023-12-13T13:00:00","2023-12-13T13:30:00",4887,1188,6075
"2023-12-13","2023-12-13","2023-12-13T13:30:00","2023-12-13T14:00:00",4640,1149,5789
"2023-12-13","2023-12-13","2023-12-13T14:00:00","2023-12-13T14:30:00",4630,1143,5773
"2023-12-13","2023-12-13","2023-12-13T14:30:00","2023-12-13T15:00:00",4616,1154,5770
"2023-12-13","2023-12-13","2023-12-13T15:00:00","2023-12-13T15:30:00",4667,1159,5826
"2023-12-13","2023-12-13","2023-12-13T15:30:00","2023-12-13T16:00:00",4703,1188,5891
"2023-12-13","2023-12-13","2023-12-13T16:00:00","2023-12-13T16:30:00",4800,1225,6025
"2023-12-13","2023-12-13","2023-12-13T16:30:00","2023-12-13T17:00:00",5007,1319,6326
"2023-12-13","2023-12-13","2023-12-13T17:00:00","2023-12-13T17:30:00",5129,1390,6519
"2023-12-13","2023-12-13","2023-12-13T17:30:00","2023-12-13T18:00:00",5200,1380,6580
"2023-12-13","2023-12-13","2023-12-13T18:00:00","2023-12-13T18:30:00",5177,1329,6506
"2023-12-13","2023-12-13","2023-12-13T18:30:00","2023-12-13T19:00:00",5055,1273,6328
"2023-12-13","2023-12-13","2023-12-13T19:00:00","2023-12-13T19:30:00",4919,1224,6143
"2023-12-13","2023-12-13","2023-12-13T19:30:00","2023-12-13T20:00:00",4825,1193,6018
"2023-12-13","2023-12-13","2023-12-13T20:00:00","2023-12-13T20:30:00",4729,1163,5892
"2023-12-13","2023-12-13","2023-12-13T20:30:00","2023-12-13T21:00:00",4634,1124,5758
"2023-12-13","2023-12-13","2023-12-13T21:00:00","2023-12-13T21:30:00",4570,1080,5650
"2023-12-13","2023-12-13","2023-12-13T21:30:00","2023-12-13T22:00:00",4390,1026,5416
"2023-12-13","2023-12-13","2023-12-13T22:00:00","2023-12-13T22:30:00",4197,961,5158
"2023-12-13","2023-12-13","2023-12-13T22:30:00","2023-12-13T23:00:00",4005,897,4902
"2023-12-13","2023-12-14","2023-12-13T23:00:00","2023-12-13T23:30:00",3805,833,4638
"2023-12-13","2023-12-14","2023-12-13T23:30:00","2023-12-14T00:00:00",3803,766,4569
"2023-12-14","2023-12-14","2023-12-14T00:00:00","2023-12-14T00:30:00",3644,641,4285
"2023-12-14","2023-12-14","2023-12-14T00:30:00","2023-12-14T01:00:00",3576,616,4192
"2023-12-14","2023-12-14","2023-12-14T01:00:00","2023-12-14T01:30:00",3459,601,4060
"2023-12-14","2023-12-14","2023-12-14T01:30:00","2023-12-14T02:00:00",3409,614,4023
"2023-12-14","2023-12-14","2023-12-14T02:00:00","2023-12-14T02:30:00",3356,601,3957
"2023-12-14","2023-12-14","2023-12-14T02:30:00","2023-12-14T03:00:00",3367,593,3960
"2023-12-14","2023-12-14","2023-12-14T03:00:00","2023-12-14T03:30:00",3317,584,3901
"2023-12-14","2023-12-14","2023-12-14T03:30:00","2023-12-14T04:00:00",3304,576,3880
"2023-12-14","2023-12-14","2023-12-14T04:00:00","2023-12-14T04:30:00",3274,570,3844
"2023-12-14","2023-12-14","2023-12-14T04:30:00","2023-12-14T05:00:00",3260,573,3833
"2023-12-14","2023-12-14","2023-12-14T05:00:00","2023-12-14T05:30:00",3284,587,3871
"2023-12-14","2023-12-14","2023-12-14T05:30:00","2023-12-14T06:00:00",3354,609,3963
"2023-12-14","2023-12-14","2023-12-14T06:00:00","2023-12-14T06:30:00",3501,662,4163
"2023-12-14","2023-12-14","2023-12-14T06:30:00","2023-12-14T07:00:00",3735,754,4489
"2023-12-14","2023-12-14","2023-12-14T07:00:00","2023-12-14T07:30:00",4025,864,4889
"2023-12-14","2023-12-14","2023-12-14T07:30:00","2023-12-14T08:00:00",4391,989,5380
"2023-12-14","2023-12-14","2023-12-14T08:00:00","2023-12-14T08:30:00",4600,1097,5697
"2023-12-14","2023-12-14","2023-12-14T08:30:00","2023-12-14T09:00:00",4632,1126,5758
"2023-12-14","2023-12-14","2023-12-14T09:00:00","2023-12-14T09:30:00",4664,1142,5806
"2023-12-14","2023-12-14","2023-12-14T09:30:00","2023-12-14T10:00:00",4724,1175,5899
"2023-12-14","2023-12-14","2023-12-14T10:00:00","2023-12-14T10:30:00",4698,1178,5876
"2023-12-14","2023-12-14","2023-12-14T10:30:00","2023-12-14T11:00:00",4690,1174,5864
"2023-12-14","2023-12-14","2023-12-14T11:00:00","2023-12-14T11:30:00",4703,1183,5886
"2023-12-14","2023-12-14","2023-12-14T11:30:00","2023-12-14T12:00:00",4683,1175,5858
"2023-12-14","2023-12-14","2023-12-14T12:00:00","2023-12-14T12:30:00",4679,1172,5851
"2023-12-14","2023-12-14","2023-12-14T12:30:00","2023-12-14T13:00:00",4694,1180,5874
"2023-12-14","2023-12-14","2023-12-14T13:00:00","2023-12-14T13:30:00",4887,1175,6062
"2023-12-14","2023-12-14","2023-12-14T13:30:00","2023-12-14T14:00:00",4640,1150,5790
"2023-12-14","2023-12-14","2023-12-14T14:00:00","2023-12-14T14:30:00",4630,1141,5771
"2023-12-14","2023-12-14","2023-12-14T14:30:00","2023-12-14T15:00:00",4616,1140,5756
"2023-12-14","2023-12-14","2023-12-14T15:00:00","2023-12-14T15:30:00",4667,1138,5805
"2023-12-14","2023-12-14","2023-12-14T15:30:00","2023-12-14T16:00:00",4703,1151,5854
"2023-12-14","2023-12-14","2023-12-14T16:00:00","2023-12-14T16:30:00",4800,1192,5992
"2023-12-14","2023-12-14","2023-12-14T16:30:00","2023-12-14T17:00:00",5007,1271,6278
"2023-12-14","2023-12-14","2023-12-14T17:00:00","2023-12-14T17:30:00",5129,1330,6459
"2023-12-14","2023-12-14","2023-12-14T17:30:00","2023-12-14T18:00:00",5200,1322,6522
"2023-12-14","2023-12-14","2023-12-14T18:00:00","2023-12-14T18:30:00",5177,1267,6444
"2023-12-14","2023-12-14","2023-12-14T18:30:00","2023-12-14T19:00:00",5055,1207,6262
"2023-12-14","2023-12-14","2023-12-14T19:00:00","2023-12-14T19:30:00",4919,1154,6073
"2023-12-14","2023-12-14","2023-12-14T19:30:00","2023-12-14T20:00:00",4825,1119,5944
"2023-12-14","2023-12-14","2023-12-14T20:00:00","2023-12-14T20:30:00",4729,1069,5798
"2023-12-14","2023-12-14","2023-12-14T20:30:00","2023-12-14T21:00:00",4634,1041,5675
"2023-12-14","2023-12-14","2023-12-14T21:00:00","2023-12-14T21:30:00",4570,997,5567
"2023-12-14","2023-12-14","2023-12-14T21:30:00","2023-12-14T22:00:00",4390,925,5315
"2023-12-14","2023-12-14","2023-12-14T22:00:00","2023-12-14T22:30:00",4197,834,5031
"2023-12-14","2023-12-14","2023-12-14T22:30:00","2023-12-14T23:00:00",4005,784,4789
"2023-12-14","2023-12-15","2023-12-14T23:00:00","2023-12-14T23:30:00",3805,740,4545
"2023-12-14","2023-12-15","2023-12-14T23:30:00","2023-12-15T00:00:00",3803,692,4495
"2023-12-15","2023-12-15","2023-12-15T00:00:00","2023-12-15T00:30:00",3731,690,4421
"2023-12-15","2023-12-15","2023-12-15T00:30:00","2023-12-15T01:00:00",3627,663,4290
"2023-12-15","2023-12-15","2023-12-15T01:00:00","2023-12-15T01:30:00",3537,651,4188
"2023-12-15","2023-12-15","2023-12-15T01:30:00","2023-12-15T02:00:00",3451,664,4115
"2023-12-15","2023-12-15","2023-12-15T02:00:00","2023-12-15T02:30:00",3364,635,3999
"2023-12-15","2023-12-15","2023-12-15T02:30:00","2023-12-15T03:00:00",3347,631,3978
"2023-12-15","2023-12-15","2023-12-15T03:00:00","2023-12-15T03:30:00",3324,612,3936
"2023-12-15","2023-12-15","2023-12-15T03:30:00","2023-12-15T04:00:00",3302,609,3911
"2023-12-15","2023-12-15","2023-12-15T04:00:00","2023-12-15T04:30:00",3260,600,3860
"2023-12-15","2023-12-15","2023-12-15T04:30:00","2023-12-15T05:00:00",3260,607,3867
"2023-12-15","2023-12-15","2023-12-15T05:00:00","2023-12-15T05:30:00",3313,610,3923
"2023-12-15","2023-12-15","2023-12-15T05:30:00","2023-12-15T06:00:00",3389,635,4024
"2023-12-15","2023-12-15","2023-12-15T06:00:00","2023-12-15T06:30:00",3493,678,4171
"2023-12-15","2023-12-15","2023-12-15T06:30:00","2023-12-15T07:00:00",3742,762,4504
"2023-12-15","2023-12-15","2023-12-15T07:00:00","2023-12-15T07:30:00",3980,858,4838
"2023-12-15","2023-12-15","2023-12-15T07:30:00","2023-12-15T08:00:00",4344,997,5341
"2023-12-15","2023-12-15","2023-12-15T08:00:00","2023-12-15T08:30:00",4526,1072,5598
"2023-12-15","2023-12-15","2023-12-15T08:30:00","2023-12-15T09:00:00",4587,1108,5695
"2023-12-15","2023-12-15","2023-12-15T09:00:00","2023-12-15T09:30:00",4601,1125,5726
"2023-12-15","2023-12-15","2023-12-15T09:30:00","2023-12-15T10:00:00",4672,1150,5822
"2023-12-15","2023-12-15","2023-12-15T10:00:00","2023-12-15T10:30:00",4692,1142,5834
"2023-12-15","2023-12-15","2023-12-15T10:30:00","2023-12-15T11:00:00",4708,1159,5867
"2023-12-15","2023-12-15","2023-12-15T11:00:00","2023-12-15T11:30:00",4698,1157,5855
"2023-12-15","2023-12-15","2023-12-15T11:30:00","2023-12-15T12:00:00",4690,1140,5830
"2023-12-15","2023-12-15","2023-12-15T12:00:00","2023-12-15T12:30:00",4677,1138,5815
"2023-12-15","2023-12-15","2023-12-15T12:30:00","2023-12-15T13:00:00",4667,1140,5807
"2023-12-15","2023-12-15","2023-12-15T13:00:00","2023-12-15T13:30:00",4691,1143,5834
"2023-12-15","2023-12-15","2023-12-15T13:30:00","2023-12-15T14:00:00",4656,1101,5757
"2023-12-15","2023-12-15","2023-12-15T14:00:00","2023-12-15T14:30:00",4665,1097,5762
"2023-12-15","2023-12-15","2023-12-15T14:30:00","2023-12-15T15:00:00",4649,1076,5725
"2023-12-15","2023-12-15","2023-12-15T15:00:00","2023-12-15T15:30:00",4655,1099,5754
"2023-12-15","2023-12-15","2023-12-15T15:30:00","2023-12-15T16:00:00",4694,1128,5822
"2023-12-15","2023-12-15","2023-12-15T16:00:00","2023-12-15T16:30:00",4725,1149,5874
"2023-12-15","2023-12-15","2023-12-15T16:30:00","2023-12-15T17:00:00",4900,1202,6102
"2023-12-15","2023-12-15","2023-12-15T17:00:00","2023-12-15T17:30:00",5017,1240,6257
"2023-12-15","2023-12-15","2023-12-15T17:30:00","2023-12-15T18:00:00",5060,1234,6294
"2023-12-15","2023-12-15","2023-12-15T18:00:00","2023-12-15T18:30:00",4997,1180,6177
"2023-12-15","2023-12-15","2023-12-15T18:30:00","2023-12-15T19:00:00",4928,1122,6050
"2023-12-15","2023-12-15","2023-12-15T19:00:00","2023-12-15T19:30:00",4815,1082,5897
"2023-12-15","2023-12-15","2023-12-15T19:30:00","2023-12-15T20:00:00",4705,1045,5750
"2023-12-15","2023-12-15","2023-12-15T20:00:00","2023-12-15T20:30:00",4570,1002,5572
"2023-12-15","2023-12-15","2023-12-15T20:30:00","2023-12-15T21:00:00",4474,965,5439
"2023-12-15","2023-12-15","2023-12-15T21:00:00","2023-12-15T21:30:00",4401,925,5326
"2023-12-15","2023-12-15","2023-12-15T21:30:00","2023-12-15T22:00:00",4265,869,5134
"2023-12-15","2023-12-15","2023-12-15T22:00:00","2023-12-15T22:30:00",4122,823,4945
"2023-12-15","2023-12-15","2023-12-15T22:30:00","2023-12-15T23:00:00",3991,774,4765
"2023-12-15","2023-12-16","2023-12-15T23:00:00","2023-12-15T23:30:00",3903,744,4647
"2023-12-15","2023-12-16","2023-12-15T23:30:00","2023-12-16T00:00:00",3904,699,4603
"2023-12-16","2023-12-16","2023-12-16T00:00:00","2023-12-16T00:30:00",3747,689,4436
"2023-12-16","2023-12-16","2023-12-16T00:30:00","2023-12-16T01:00:00",3670,642,4312
"2023-12-16","2023-12-16","2023-12-16T01:00:00","2023-12-16T01:30:00",3550,612,4162
"2023-12-16","2023-12-16","2023-12-16T01:30:00","2023-12-16T02:00:00",3441,605,4046
"2023-12-16","2023-12-16","2023-12-16T02:00:00","2023-12-16T02:30:00",3386,588,3974
"2023-12-16","2023-12-16","2023-12-16T02:30:00","2023-12-16T03:00:00",3364,569,3933
"2023-12-16","2023-12-16","2023-12-16T03:00:00","2023-12-16T03:30:00",3316,552,3868
"2023-12-16","2023-12-16","2023-12-16T03:30:00","2023-12-16T04:00:00",3295,541,3836
"2023-12-16","2023-12-16","2023-12-16T04:00:00","2023-12-16T04:30:00",3265,530,3795
"2023-12-16","2023-12-16","2023-12-16T04:30:00","2023-12-16T05:00:00",3228,532,3760
"2023-12-16","2023-12-16","2023-12-16T05:00:00","2023-12-16T05:30:00",3200,538,3738
"2023-12-16","2023-12-16","2023-12-16T05:30:00","2023-12-16T06:00:00",3205,541,3746
"2023-12-16","2023-12-16","2023-12-16T06:00:00","2023-12-16T06:30:00",3234,570,3804
"2023-12-16","2023-12-16","2023-12-16T06:30:00","2023-12-16T07:00:00",3312,608,3920
"2023-12-16","2023-12-16","2023-12-16T07:00:00","2023-12-16T07:30:00",3405,655,4060
"2023-12-16","2023-12-16","2023-12-16T07:30:00","2023-12-16T08:00:00",3547,709,4256
"2023-12-16","2023-12-16","2023-12-16T08:00:00","2023-12-16T08:30:00",3659,775,4434
"2023-12-16","2023-12-16","2023-12-16T08:30:00","2023-12-16T09:00:00",3760,805,4565
"2023-12-16","2023-12-16","2023-12-16T09:00:00","2023-12-16T09:30:00",3898,852,4750
"2023-12-16","2023-12-16","2023-12-16T09:30:00","2023-12-16T10:00:00",4062,884,4946
"2023-12-16","2023-12-16","2023-12-16T10:00:00","2023-12-16T10:30:00",4111,923,5034
"2023-12-16","2023-12-16","2023-12-16T10:30:00","2023-12-16T11:00:00",4176,931,5107
"2023-12-16","2023-12-16","2023-12-16T11:00:00","2023-12-16T11:30:00",4187,936,5123
"2023-12-16","2023-12-16","2023-12-16T11:30:00","2023-12-16T12:00:00",4219,943,5162
