TradeDate,StartTime,EndTime,TotalPN,NetInterconnectorSchedule,TSODemandForecast,TSORenewableForecast,CalculatedImbalance
"2023-12-12","2023-12-12T03:30:00","2023-12-12T04:00:00",2280.35,880,3924,505.763,257.886
"2023-12-12","2023-12-12T04:00:00","2023-12-12T04:30:00",2224.6,880,3919,451.471,362.929
"2023-12-12","2023-12-12T04:30:00","2023-12-12T05:00:00",2416.4,880,3914,338.602,278.998
"2023-12-12","2023-12-12T05:00:00","2023-12-12T05:30:00",2415.29,980,3979,301.834,281.876
"2023-12-12","2023-12-12T05:30:00","2023-12-12T06:00:00",2541.5,980,4080,221.96,336.54
"2023-12-12","2023-12-12T06:00:00","2023-12-12T06:30:00",3240.337,980,4290,199.19,-129.527
"2023-12-12","2023-12-12T06:30:00","2023-12-12T07:00:00",3389.713,980,4603,143.232,90.055
"2023-12-12","2023-12-12T07:00:00","2023-12-12T07:30:00",3978.39,980,5067,152.25,-43.64
"2023-12-12","2023-12-12T07:30:00","2023-12-12T08:00:00",3988.15,980,5538,110.367,459.482
"2023-12-12","2023-12-12T08:00:00","2023-12-12T08:30:00",4407.86,980,5833,159.893,285.247
"2023-12-12","2023-12-12T08:30:00","2023-12-12T09:00:00",4413.66,980,5930,131.4,404.94
"2023-12-12","2023-12-12T09:00:00","2023-12-12T09:30:00",4504.41,980,5996,157.356,354.233
"2023-12-12","2023-12-12T09:30:00","2023-12-12T10:00:00",4516.561,980,6092,127.46,467.979
"2023-12-12","2023-12-12T10:00:00","2023-12-12T10:30:00",4474.311,980,6102,175.269,472.42
"2023-12-12","2023-12-12T10:30:00","2023-12-12T11:00:00",4383.76,980,6094,145.431,584.81
"2023-12-12","2023-12-12T11:00:00","2023-12-12T11:30:00",4385.06,980,6099,210,523.941
"2023-12-12","2023-12-12T11:30:00","2023-12-12T12:00:00",4351.2,980,6095,187.425,576.375
"2023-12-12","2023-12-12T12:00:00","2023-12-12T12:30:00",4281.66,980,6084,272.861,549.479
"2023-12-12","2023-12-12T12:30:00","2023-12-12T13:00:00",4204.84,980,6131,243.6,702.56
"2023-12-12","2023-12-12T13:00:00","2023-12-12T13:30:00",4153.29,980,6074,336.637,604.073
"2023-12-12","2023-12-12T13:30:00","2023-12-12T14:00:00",4134.351,980,6012,308.699,588.95
"2023-12-12","2023-12-12T14:00:00","2023-12-12T14:30:00",4117.25,980,5906,580.37,228.38
"2023-12-12","2023-12-12T14:30:00","2023-12-12T15:00:00",4059.29,980,5868,618.861,209.849
"2023-12-12","2023-12-12T15:00:00","2023-12-12T15:30:00",4038.25,980,5859,698.503,142.247
"2023-12-12","2023-12-12T15:30:00","2023-12-12T16:00:00",3994.7,980,5921,822.992,123.308
"2023-12-12","2023-12-12T16:00:00","2023-12-12T16:30:00",4003.1,980,6013,980.875,49.025
"2023-12-12","2023-12-12T16:30:00","2023-12-12T17:00:00",3997.8,980,6284,1166.29,139.91
"2023-12-12","2023-12-12T17:00:00","2023-12-12T17:30:00",3886.37,980,6563,1353.042,343.588
"2023-12-12","2023-12-12T17:30:00","2023-12-12T18:00:00",3975.58,954,6609,1554.051,125.369
"2023-12-12","2023-12-12T18:00:00","2023-12-12T18:30:00",3823.86,780,6524,1758.438,161.703
"2023-12-12","2023-12-12T18:30:00","2023-12-12T19:00:00",3839.24,623,6405,1928.449,14.312
"2023-12-12","2023-12-12T19:00:00","2023-12-12T19:30:00",3645.69,725,6245,2101.549,-227.239
"2023-12-12","2023-12-12T19:30:00","2023-12-12T20:00:00",3037.28,771,6136,2240.768,86.952
"2023-12-12","2023-12-12T20:00:00","2023-12-12T20:30:00",2980.32,663,6011,2285.864,81.816
"2023-12-12","2023-12-12T20:30:00","2023-12-12T21:00:00",2535.15,649,5885,2441.206,259.644
"2023-12-12","2023-12-12T21:00:00","2023-12-12T21:30:00",2592.73,423,5696,2552.592,127.679
"2023-12-12","2023-12-12T21:30:00","2023-12-12T22:00:00",2141.53,404,5438,2680.604,211.865
"2023-12-12","2023-12-12T22:00:00","2023-12-12T22:30:00",2043.38,434,5188,2762.346,-51.726
"2023-12-12","2023-12-12T22:30:00","2023-12-12T23:00:00",1745.29,477,4934,2813.177,-101.467
"2023-12-13","2023-12-12T23:00:00","2023-12-12T23:30:00",1587.2,627,4767,2848.953,-296.153
"2023-12-13","2023-12-12T23:30:00","2023-12-13T00:00:00",1575.3,407,4679,2862.693,-165.993
"2023-12-13","2023-12-13T00:00:00","2023-12-13T00:30:00",1573.6,205,4376,2858.557,-261.157
"2023-12-13","2023-12-13T00:30:00","2023-12-13T01:00:00",1483.05,150,4226,2873.53,-280.58
"2023-12-13","2023-12-13T01:00:00","2023-12-13T01:30:00",1227.09,165,4131,2841.309,-102.399
"2023-12-13","2023-12-13T01:30:00","2023-12-13T02:00:00",1228.89,280,4087,2843.155,-265.045
"2023-12-13","2023-12-13T02:00:00","2023-12-13T02:30:00",1229.49,280,3985,2868.948,-393.438
"2023-12-13","2023-12-13T02:30:00","2023-12-13T03:00:00",1084.26,280,3996,2798.702,-166.961
"2023-12-13","2023-12-13T03:00:00","2023-12-13T03:30:00",1083.06,300,3940,2685.954,-129.014
"2023-12-13","2023-12-13T03:30:00","2023-12-13T04:00:00",1155.33,300,3928,2577.248,-104.578
"2023-12-13","2023-12-13T04:00:00","2023-12-13T04:30:00",1194.96,300,3895,2532.645,-132.604
"2023-12-13","2023-12-13T04:30:00","2023-12-13T05:00:00",1265.66,428,3886,2363.736,-171.396
"2023-12-13","2023-12-13T05:00:00","2023-12-13T05:30:00",1640.944,279,3918,2334.974,-336.917
"2023-12-13","2023-12-13T05:30:00","2023-12-13T06:00:00",1907.99,102,4014,2111.883,-107.873
"2023-12-13","2023-12-13T06:00:00","2023-12-13T06:30:00",2680.18,0,4217,2073.355,-536.535
"2023-12-13","2023-12-13T06:30:00","2023-12-13T07:00:00",2720.68,0,4547,1821.499,4.821
"2023-12-13","2023-12-13T07:00:00","2023-12-13T07:30:00",3611.458,107,4941,1819.671,-597.128
"2023-12-13","2023-12-13T07:30:00","2023-12-13T08:00:00",3767.739,213,5438,1591.668,-134.407
"2023-12-13","2023-12-13T08:00:00","2023-12-13T08:30:00",4038.06,363,5740,1594.142,-255.202
"2023-12-13","2023-12-13T08:30:00","2023-12-13T09:00:00",4080.27,473,5794,1436.439,-195.709
"2023-12-13","2023-12-13T09:00:00","2023-12-13T09:30:00",4121.62,592,5854,1349.176,-208.796
"2023-12-13","2023-12-13T09:30:00","2023-12-13T10:00:00",4103.87,821,5944,1176.328,-157.198
"2023-12-13","2023-12-13T10:00:00","2023-12-13T10:30:00",4229.37,920,5919,1202.22,-432.59
"2023-12-13","2023-12-13T10:30:00","2023-12-13T11:00:00",4337.82,980,5908,988.702,-398.522
"2023-12-13","2023-12-13T11:00:00","2023-12-13T11:30:00",4305.7,980,5922,911.888,-275.588
"2023-12-13","2023-12-13T11:30:00","2023-12-13T12:00:00",4307.63,980,5887,728.422,-129.052
"2023-12-13","2023-12-13T12:00:00","2023-12-13T12:30:00",4326.66,980,5877,623.309,-52.97
"2023-12-13","2023-12-13T12:30:00","2023-12-13T13:00:00",4249.58,980,5891,538.483,122.937
"2023-12-13","2023-12-13T13:00:00","2023-12-13T13:30:00",4240.979,980,5871,543.339,106.682
"2023-12-13","2023-12-13T13:30:00","2023-12-13T14:00:00",4223.53,980,5789,480.743,104.726
"2023-12-13","2023-12-13T14:00:00","2023-12-13T14:30:00",4366.2,980,5773,550.848,-124.048
"2023-12-13","2023-12-13T14:30:00","2023-12-13T15:00:00",4367.4,980,5770,510.316,-87.716
"2023-12-13","2023-12-13T15:00:00","2023-12-13T15:30:00",4519.28,980,5826,503.449,-176.729
"2023-12-13","2023-12-13T15:30:00","2023-12-13T16:00:00",4521.96,980,5891,464.669,-75.629
"2023-12-13","2023-12-13T16:00:00","2023-12-13T16:30:00",4536.28,980,6025,492.923,15.796
"2023-12-13","2023-12-13T16:30:00","2023-12-13T17:00:00",4570.79,980,6326,503.005,272.205
"2023-12-13","2023-12-13T17:00:00","2023-12-13T17:30:00",4577.689,980,6519,630.942,330.369
"2023-12-13","2023-12-13T17:30:00","2023-12-13T18:00:00",4609.91,980,6580,688.597,301.494
"2023-12-13","2023-12-13T18:00:00","2023-12-13T18:30:00",4549.035,980,6506,832.159,144.806
"2023-12-13","2023-12-13T18:30:00","2023-12-13T19:00:00",4362.84,948,6328,936.165,80.995
"2023-12-13","2023-12-13T19:00:00","2023-12-13T19:30:00",4340.17,723,6143,1124.279,-44.448
"2023-12-13","2023-12-13T19:30:00","2023-12-13T20:00:00",4084.9,516,6018,1274.156,142.944
"2023-12-13","2023-12-13T20:00:00","2023-12-13T20:30:00",3959.35,498,5892,1486.821,-52.171
"2023-12-13","2023-12-13T20:30:00","2023-12-13T21:00:00",3446.45,591,5758,1702.226,18.324
"2023-12-13","2023-12-13T21:00:00","2023-12-13T21:30:00",3320.15,546,5650,1877.764,-93.914
"2023-12-13","2023-12-13T21:30:00","2023-12-13T22:00:00",2609.89,450,5416,2114.542,241.568
"2023-12-13","2023-12-13T22:00:00","2023-12-13T22:30:00",2348.54,551,5158,2201.916,56.544
"2023-12-13","2023-12-13T22:30:00","2023-12-13T23:00:00",1872.95,639,4902,2398.234,-8.185
"2023-12-14","2023-12-13T23:00:00","2023-12-13T23:30:00",1915.57,490,4638,2430.996,-198.566
"2023-12-14","2023-12-13T23:30:00","2023-12-14T00:00:00",1627.09,289,4569,2472.28,180.63
"2023-12-14","2023-12-14T00:00:00","2023-12-14T00:30:00",1625.89,159,4285,2470.876,29.234
"2023-12-14","2023-12-14T00:30:00","2023-12-14T01:00:00",1397.56,41,4192,2507.95,245.49
"2023-12-14","2023-12-14T01:00:00","2023-12-14T01:30:00",1159.78,120,4060,2599.817,180.403
"2023-12-14","2023-12-14T01:30:00","2023-12-14T02:00:00",1158.03,245,4023,2628.464,-8.494
"2023-12-14","2023-12-14T02:00:00","2023-12-14T02:30:00",1107.31,157,3957,2690.516,2.174
"2023-12-14","2023-12-14T02:30:00","2023-12-14T03:00:00",1108.46,20,3960,2704.691,126.849
"2023-12-14","2023-12-14T03:00:00","2023-12-14T03:30:00",1086.66,109,3901,2736.769,-31.429
"2023-12-14","2023-12-14T03:30:00","2023-12-14T04:00:00",1062.61,151,3880,2657.083,9.308
"2023-12-14","2023-12-14T04:00:00","2023-12-14T04:30:00",1132.88,137,3844,2661.365,-87.245
"2023-12-14","2023-12-14T04:30:00","2023-12-14T05:00:00",1153.68,150,3833,2491.117,38.203
"2023-12-14","2023-12-14T05:00:00","2023-12-14T05:30:00",1388.04,214,3872,2436.508,-166.548
"2023-12-14","2023-12-14T05:30:00","2023-12-14T06:00:00",1454.573,209,3969,2223.991,81.435
"2023-12-14","2023-12-14T06:00:00","2023-12-14T06:30:00",1709.78,193,4181,2188.994,89.226
"2023-12-14","2023-12-14T06:30:00","2023-12-14T07:00:00",2165.33,298,4515,1965.491,86.179
"2023-12-14","2023-12-14T07:00:00","2023-12-14T07:30:00",3549.62,153,4925,1847.737,-625.357
"2023-12-14","2023-12-14T07:30:00","2023-12-14T08:00:00",3549.92,0,5406,1752.263,103.817
"2023-12-14","2023-12-14T08:00:00","2023-12-14T08:30:00",3676.57,75,5710,1679.906,278.524
"2023-12-14","2023-12-14T08:30:00","2023-12-14T09:00:00",3676.52,275,5762,1572.498,237.982
"2023-12-14","2023-12-14T09:00:00","2023-12-14T09:30:00",3972.43,330,5814,1587.037,-75.468
"2023-12-14","2023-12-14T09:30:00","2023-12-14T10:00:00",3961.08,413,5899,1508.401,16.52
"2023-12-14","2023-12-14T10:00:00","2023-12-14T10:30:00",3969.43,612,5876,1510.37,-215.8
"2023-12-14","2023-12-14T10:30:00","2023-12-14T11:00:00",3679.12,783,5864,1476.818,-74.938
"2023-12-14","2023-12-14T11:00:00","2023-12-14T11:30:00",3688.12,717,5886,1442.462,38.418
"2023-12-14","2023-12-14T11:30:00","2023-12-14T12:00:00",3736.02,638,5858,1430.683,53.296
"2023-12-14","2023-12-14T12:00:00","2023-12-14T12:30:00",3735,543,5851,1426.612,146.389
"2023-12-14","2023-12-14T12:30:00","2023-12-14T13:00:00",3672.41,618,5874,1427.368,156.222
"2023-12-14","2023-12-14T13:00:00","2023-12-14T13:30:00",3667.85,534,5858,1502.375,153.775
"2023-12-14","2023-12-14T13:30:00","2023-12-14T14:00:00",3712.52,377,5790,1458.823,241.657
"2023-12-14","2023-12-14T14:00:00","2023-12-14T14:30:00",3711.62,450,5771,1535.572,73.808
"2023-12-14","2023-12-14T14:30:00","2023-12-14T15:00:00",3710.95,517,5756,1440.796,87.254
"2023-12-14","2023-12-14T15:00:00","2023-12-14T15:30:00",3710.3,588,5805,1444.232,62.468
"2023-12-14","2023-12-14T15:30:00","2023-12-14T16:00:00",3713.8,623,5854,1337.439,179.761
"2023-12-14","2023-12-14T16:00:00","2023-12-14T16:30:00",3990.03,726,6000,1345.208,-61.238
"2023-12-14","2023-12-14T16:30:00","2023-12-14T17:00:00",3956.95,876,6302,1233.865,235.185
"2023-12-14","2023-12-14T17:00:00","2023-12-14T17:30:00",4003.29,980,6489,1221.594,284.116
"2023-12-14","2023-12-14T17:30:00","2023-12-14T18:00:00",4014.86,980,6550,1186.904,368.236
"2023-12-14","2023-12-14T18:00:00","2023-12-14T18:30:00",4060.21,980,6467,1282.75,144.04
"2023-12-14","2023-12-14T18:30:00","2023-12-14T19:00:00",4013.91,980,6295,1239.437,61.653
"2023-12-14","2023-12-14T19:00:00","2023-12-14T19:30:00",4053.29,872,6084,1289.991,-131.281
"2023-12-14","2023-12-14T19:30:00","2023-12-14T20:00:00",4071.89,876,5945,1242.734,-245.624
"2023-12-14","2023-12-14T20:00:00","2023-12-14T20:30:00",3867.03,930,5798,1274.617,-273.647
"2023-12-14","2023-12-14T20:30:00","2023-12-14T21:00:00",3863.1,782,5675,1248.398,-218.498
"2023-12-14","2023-12-14T21:00:00","2023-12-14T21:30:00",3794.71,746,5567,1247.484,-221.193
"2023-12-14","2023-12-14T21:30:00","2023-12-14T22:00:00",3265.97,791,5315,1263.474,-5.444
"2023-12-14","2023-12-14T22:00:00","2023-12-14T22:30:00",3091.62,793,5031,1247.466,-101.086
"2023-12-14","2023-12-14T22:30:00","2023-12-14T23:00:00",2524.62,912,4789,1323.133,29.247
"2023-12-15","2023-12-14T23:00:00","2023-12-14T23:30:00",2073.12,900,4545,1372.966,198.914
"2023-12-15","2023-12-14T23:30:00","2023-12-15T00:00:00",1764.77,870,4495,1430.372,429.858
"2023-12-15","2023-12-15T00:00:00","2023-12-15T00:30:00",1769.57,870,4430,1463.931,326.499
"2023-12-15","2023-12-15T00:30:00","2023-12-15T01:00:00",1762.72,800,4299,1507.223,229.057
"2023-12-15","2023-12-15T01:00:00","2023-12-15T01:30:00",1660.499,797,4197,1564.723,174.779
"2023-12-15","2023-12-15T01:30:00","2023-12-15T02:00:00",1568.37,845,4124,1573.876,136.753
"2023-12-15","2023-12-15T02:00:00","2023-12-15T02:30:00",1512.487,820,4009,1603.089,73.425
"2023-12-15","2023-12-15T02:30:00","2023-12-15T03:00:00",1456.97,666,3987,1613.822,250.208
"2023-12-15","2023-12-15T03:00:00","2023-12-15T03:30:00",1238.37,780,3945,1647.832,278.797
"2023-12-15","2023-12-15T03:30:00","2023-12-15T04:00:00",1106.55,780,3921,1660.946,373.504
"2023-12-15","2023-12-15T04:00:00","2023-12-15T04:30:00",1106.7,783,3870,1724.498,255.802
"2023-12-15","2023-12-15T04:30:00","2023-12-15T05:00:00",1138.95,743,3877,1726.683,268.367
"2023-12-15","2023-12-15T05:00:00","2023-12-15T05:30:00",1267.85,631,3933,1814.808,219.342
"2023-12-15","2023-12-15T05:30:00","2023-12-15T06:00:00",1439.45,481,4034,1808.661,304.889
"2023-12-15","2023-12-15T06:00:00","2023-12-15T06:30:00",1582.2,441,4180,1921.307,235.492
"2023-12-15","2023-12-15T06:30:00","2023-12-15T07:00:00",1838.25,490,4512,1911.43,272.319
"2023-12-15","2023-12-15T07:00:00","2023-12-15T07:30:00",2492.7,510,4844,1985.667,-144.367
"2023-12-15","2023-12-15T07:30:00","2023-12-15T08:00:00",2788.66,367,5345,2015.115,174.225
"2023-12-15","2023-12-15T08:00:00","2023-12-15T08:30:00",2794.36,455,5601,2162.506,189.134
"2023-12-15","2023-12-15T08:30:00","2023-12-15T09:00:00",2808.96,490,5697,2222.998,175.042
"2023-12-15","2023-12-15T09:00:00","2023-12-15T09:30:00",2819.11,528,5728,2291.736,89.154
"2023-12-15","2023-12-15T09:30:00","2023-12-15T10:00:00",2734.37,683,5824,2386.223,20.407
"2023-12-15","2023-12-15T10:00:00","2023-12-15T10:30:00",2727.09,649,5836,2372.912,86.998
"2023-12-15","2023-12-15T10:30:00","2023-12-15T11:00:00",2497.4,676,5868,2520.788,173.812
"2023-12-15","2023-12-15T11:00:00","2023-12-15T11:30:00",2358.37,751,5855,2507.465,238.165
"2023-12-15","2023-12-15T11:30:00","2023-12-15T12:00:00",2142.72,821,5830,2639.795,226.485
"2023-12-15","2023-12-15T12:00:00","2023-12-15T12:30:00",2151.95,671,5815,2534.33,457.72
"2023-12-15","2023-12-15T12:30:00","2023-12-15T13:00:00",2146.85,641,5807,2635.658,383.492
"2023-12-15","2023-12-15T13:00:00","2023-12-15T13:30:00",2147.15,572,5834,2702.875,411.975
"2023-12-15","2023-12-15T13:30:00","2023-12-15T14:00:00",1969.63,479,5757,2755.993,552.377
"2023-12-15","2023-12-15T14:00:00","2023-12-15T14:30:00",1977.763,416,5762,2796.846,571.391
"2023-12-15","2023-12-15T14:30:00","2023-12-15T15:00:00",1982.28,375,5725,2811.08,556.64
"2023-12-15","2023-12-15T15:00:00","2023-12-15T15:30:00",2023.28,375,5754,2890.822,464.898
"2023-12-15","2023-12-15T15:30:00","2023-12-15T16:00:00",2023.73,261,5822,2866.245,671.025
"2023-12-15","2023-12-15T16:00:00","2023-12-15T16:30:00",2187.65,378,5874,2902.313,406.037
"2023-12-15","2023-12-15T16:30:00","2023-12-15T17:00:00",2212.39,462,6102,2857.914,569.695
"2023-12-15","2023-12-15T17:00:00","2023-12-15T17:30:00",2285.53,574,6257,2891.785,505.686
"2023-12-15","2023-12-15T17:30:00","2023-12-15T18:00:00",2221.69,643,6294,2858.641,570.669
"2023-12-15","2023-12-15T18:00:00","2023-12-15T18:30:00",2222.89,732,6177,2896.879,325.231
"2023-12-15","2023-12-15T18:30:00","2023-12-15T19:00:00",1768.7,750,6050,2872.24,659.06
"2023-12-15","2023-12-15T19:00:00","2023-12-15T19:30:00",1955,730,5897,2916.499,295.501
"2023-12-15","2023-12-15T19:30:00","2023-12-15T20:00:00",1619.6,652,5750,2895.915,582.485
"2023-12-15","2023-12-15T20:00:00","2023-12-15T20:30:00",1611.23,569,5572,2988.013,403.757
"2023-12-15","2023-12-15T20:30:00","2023-12-15T21:00:00",1422.95,638,5439,2989.878,388.172
"2023-12-15","2023-12-15T21:00:00","2023-12-15T21:30:00",1413.7,467,5326,2978.843,466.457
"2023-12-15","2023-12-15T21:30:00","2023-12-15T22:00:00",1433.55,378,5134,3009.444,313.006
"2023-12-15","2023-12-15T22:00:00","2023-12-15T22:30:00",1439.3,348,4945,3048.081,109.62
"2023-12-15","2023-12-15T22:30:00","2023-12-15T23:00:00",1095.4,305,4765,3080.626,283.974
"2023-12-16","2023-12-15T23:00:00","2023-12-15T23:30:00",1055.3,442,4647,3143.18,6.52
"2023-12-16","2023-12-15T23:30:00","2023-12-16T00:00:00",545.8,600,4603,3189.657,267.543
"2023-12-16","2023-12-16T00:00:00","2023-12-16T00:30:00",547.8,561,4420,3301.611,9.589
"2023-12-16","2023-12-16T00:30:00","2023-12-16T01:00:00",505.4,362,4292,3330.261,94.339
"2023-12-16","2023-12-16T01:00:00","2023-12-16T01:30:00",507.45,231,4139,3407.239,-6.689
"2023-12-16","2023-12-16T01:30:00","2023-12-16T02:00:00",365.7,146,4023,3437.481,73.819
"2023-12-16","2023-12-16T02:00:00","2023-12-16T02:30:00",295.85,148,3949,3458.489,46.661
"2023-12-16","2023-12-16T02:30:00","2023-12-16T03:00:00",297.4,150,3906,3505.694,-47.094
"2023-12-16","2023-12-16T03:00:00","2023-12-16T03:30:00",298.9,0,3840,3494.905,46.195
"2023-12-16","2023-12-16T03:30:00","2023-12-16T04:00:00",299,-3,3807,3571.97,-60.97
"2023-12-16","2023-12-16T04:00:00","2023-12-16T04:30:00",298.45,-153,3765,3609.961,9.589
"2023-12-16","2023-12-16T04:30:00","2023-12-16T05:00:00",298,-286,3730,3673.691,44.309
"2023-12-16","2023-12-16T05:00:00","2023-12-16T05:30:00",338.75,-180,3708,3737.94,-188.69
"2023-12-16","2023-12-16T05:30:00","2023-12-16T06:00:00",341.75,-210,3717,3787.108,-201.858
"2023-12-16","2023-12-16T06:00:00","2023-12-16T06:30:00",341.5,-244,3777,3826.018,-146.518
"2023-12-16","2023-12-16T06:30:00","2023-12-16T07:00:00",515.5,-289,3897,3848.083,-177.583
"2023-12-16","2023-12-16T07:00:00","2023-12-16T07:30:00",515.6,-161,4040,3838.75,-153.35
"2023-12-16","2023-12-16T07:30:00","2023-12-16T08:00:00",515.65,-15,4241,3864.651,-124.301
"2023-12-16","2023-12-16T08:00:00","2023-12-16T08:30:00",515.4,0,4426,3795.297,115.303
"2023-12-16","2023-12-16T08:30:00","2023-12-16T09:00:00",515.45,0,4559,3868.517,175.033
"2023-12-16","2023-12-16T09:00:00","2023-12-16T09:30:00",516.55,129,4749,3903.038,200.412
"2023-12-16","2023-12-16T09:30:00","2023-12-16T10:00:00",515.85,329,4947,3936.833,165.317
"2023-12-16","2023-12-16T10:00:00","2023-12-16T10:30:00",517.9,417,5038,3968.493,134.607
"2023-12-16","2023-12-16T10:30:00","2023-12-16T11:00:00",519.05,475,5112,3981.951,135.999
"2023-12-16","2023-12-16T11:00:00","2023-12-16T11:30:00",519.2,462,5128,3974.458,172.342
"2023-12-16","2023-12-16T11:30:00","2023-12-16T12:00:00",519.95,487,5168,3985.21,175.84
"2023-12-16","2023-12-16T12:00:00","2023-12-16T12:30:00",520.15,450,5178,3921.896,285.954
"2023-12-16","2023-12-16T12:30:00","2023-12-16T13:00:00",520.6,520,5206,3957.411,207.989
"2023-12-16","2023-12-16T13:00:00","2023-12-16T13:30:00",522.25,513,5137,3993.215,108.535
"2023-12-16","2023-12-16T13:30:00","2023-12-16T14:00:00",522.45,422,5146,3966.256,235.294
"2023-12-16","2023-12-16T14:00:00","2023-12-16T14:30:00",522.85,450,5097,3868.78,255.37
"2023-12-16","2023-12-16T14:30:00","2023-12-16T15:00:00",523.95,504,5086,3854.39,203.66
"2023-12-16","2023-12-16T15:00:00","2023-12-16T15:30:00",523.3,605,5126,3799.697,198.003
"2023-12-16","2023-12-16T15:30:00","2023-12-16T16:00:00",523.9,629,5184,3792.329,238.771
"2023-12-16","2023-12-16T16:00:00","2023-12-16T16:30:00",767.37,562,5277,3768.753,178.877
"2023-12-16","2023-12-16T16:30:00","2023-12-16T17:00:00",835.66,567,5501,3780.339,318
"2023-12-16","2023-12-16T17:00:00","2023-12-16T17:30:00",836.91,693,5697,3766.205,400.885
"2023-12-16","2023-12-16T17:30:00","2023-12-16T18:00:00",844.31,732,5799,3826.5,396.19
"2023-12-16","2023-12-16T18:00:00","2023-12-16T18:30:00",846.21,585,5743,3878.66,433.13
"2023-12-16","2023-12-16T18:30:00","2023-12-16T19:00:00",774.47,450,5668,3920.803,522.727
"2023-12-16","2023-12-16T19:00:00","2023-12-16T19:30:00",626.74,451,5477,3962.53,436.73
"2023-12-16","2023-12-16T19:30:00","2023-12-16T20:00:00",557.15,433,5356,4011.706,354.144
"2023-12-16","2023-12-16T20:00:00","2023-12-16T20:30:00",560.2,283,5241,4074.95,322.851
"2023-12-16","2023-12-16T20:30:00","2023-12-16T21:00:00",563.4,209,5129,4139.659,216.941
"2023-12-16","2023-12-16T21:00:00","2023-12-16T21:30:00",577.05,0,5011,4219.725,214.226
"2023-12-16","2023-12-16T21:30:00","2023-12-16T22:00:00",562.8,-119,4880,4305.783,130.417
"2023-12-16","2023-12-16T22:00:00","2023-12-16T22:30:00",565,-325,4718,4440.299,37.701
"2023-12-16","2023-12-16T22:30:00","2023-12-16T23:00:00",566.2,-466,4563,4493.56,-30.76
"2023-12-17","2023-12-16T23:00:00","2023-12-16T23:30:00",558.65,-309,4480,4603.786,-373.436
"2023-12-17","2023-12-16T23:30:00","2023-12-17T00:00:00",560.45,-575,4431,4625.466,-179.917
"2023-12-17","2023-12-17T00:00:00","2023-12-17T00:30:00",572.55,-710,4232,4694.312,-324.861
"2023-12-17","2023-12-17T00:30:00","2023-12-17T01:00:00",571,-890,4132,4709.143,-258.143
"2023-12-17","2023-12-17T01:00:00","2023-12-17T01:30:00",572.75,-900,4016,4761.029,-417.779
"2023-12-17","2023-12-17T01:30:00","2023-12-17T02:00:00",523.9,-900,4009,4774.594,-389.494
"2023-12-17","2023-12-17T02:00:00","2023-12-17T02:30:00",525.05,-900,3869,4841.31,-597.359
"2023-12-17","2023-12-17T02:30:00","2023-12-17T03:00:00",494.85,-900,3853,4849.864,-591.714
"2023-12-17","2023-12-17T03:00:00","2023-12-17T03:30:00",189.75,-900,3802,4858.91,-346.66
"2023-12-17","2023-12-17T03:30:00","2023-12-17T04:00:00",190.55,-846,3780,4863.718,-428.268
"2023-12-17","2023-12-17T04:00:00","2023-12-17T04:30:00",190.65,-848,3710,4873.286,-505.936
"2023-12-17","2023-12-17T04:30:00","2023-12-17T05:00:00",190.2,-782,3706,4859.314,-561.514
"2023-12-17","2023-12-17T05:00:00","2023-12-17T05:30:00",189.75,-864,3658,4826.147,-493.897
"2023-12-17","2023-12-17T05:30:00","2023-12-17T06:00:00",193.4,-900,3672,4801.805,-423.205
"2023-12-17","2023-12-17T06:00:00","2023-12-17T06:30:00",192.95,-900,3752,4785.517,-326.467
"2023-12-17","2023-12-17T06:30:00","2023-12-17T07:00:00",481.2,-900,3810,4750.375,-521.575
"2023-12-17","2023-12-17T07:00:00","2023-12-17T07:30:00",483.67,-900,3853,4709.507,-440.177
"2023-12-17","2023-12-17T07:30:00","2023-12-17T08:00:00",527.22,-900,3965,4690.432,-352.652
"2023-12-17","2023-12-17T08:00:00","2023-12-17T08:30:00",525.07,-829,4113,4657.262,-240.332
"2023-12-17","2023-12-17T08:30:00","2023-12-17T09:00:00",561.02,-824,4204,4640.957,-173.977
"2023-12-17","2023-12-17T09:00:00","2023-12-17T09:30:00",559.52,-754,4374,4609.223,-40.743
"2023-12-17","2023-12-17T09:30:00","2023-12-17T10:00:00",557.92,-514,4578,4595.661,-61.581
"2023-12-17","2023-12-17T10:00:00","2023-12-17T10:30:00",562.87,-297,4715,4585.07,-135.94
"2023-12-17","2023-12-17T10:30:00","2023-12-17T11:00:00",571.75,-157,4895,4564.677,-84.427
"2023-12-17","2023-12-17T11:00:00","2023-12-17T11:30:00",570.4,0,4960,4526.142,-136.542
"2023-12-17","2023-12-17T11:30:00","2023-12-17T12:00:00",571.9,145,5002,4481.693,-196.593
"2023-12-17","2023-12-17T12:00:00","2023-12-17T12:30:00",576,13,5074,4472.261,12.739
"2023-12-17","2023-12-17T12:30:00","2023-12-17T13:00:00",574.85,231,5139,4370.524,-37.374
"2023-12-17","2023-12-17T13:00:00","2023-12-17T13:30:00",574.5,301,5159,4351.264,-67.764
"2023-12-17","2023-12-17T13:30:00","2023-12-17T14:00:00",484.15,450,5164,4250.074,-20.224
"2023-12-17","2023-12-17T14:00:00","2023-12-17T14:30:00",478.35,377,5121,4278.552,-12.902
"2023-12-17","2023-12-17T14:30:00","2023-12-17T15:00:00",501.6,344,5142,4121.351,175.049
