TradeDate,DeliveryDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
2023-11-19,2023-11-19,2023-11-19T05:45:00,2023-11-19T06:00:00,3224.308,455.495,3679.803
2023-11-19,2023-11-19,2023-11-19T06:00:00,2023-11-19T06:15:00,3183.615,433.496,3617.111
2023-11-19,2023-11-19,2023-11-19T06:15:00,2023-11-19T06:30:00,3181.719,417.72,3599.439
2023-11-19,2023-11-19,2023-11-19T06:30:00,2023-11-19T06:45:00,3179.818,401.952,3581.77
2023-11-19,2023-11-19,2023-11-19T06:45:00,2023-11-19T07:00:00,3177.928,386.172,3564.1
2023-11-19,2023-11-19,2023-11-19T07:00:00,2023-11-19T07:15:00,3121.866,325.608,3447.474
2023-11-19,2023-11-19,2023-11-19T07:15:00,2023-11-19T07:30:00,3129.653,313.642,3443.295
2023-11-19,2023-11-19,2023-11-19T07:30:00,2023-11-19T07:45:00,3137.444,301.679,3439.123
2023-11-19,2023-11-19,2023-11-19T07:45:00,2023-11-19T08:00:00,3145.25,289.723,3434.973
2023-11-19,2023-11-19,2023-11-19T08:00:00,2023-11-19T08:15:00,3153.041,277.759,3430.8
2023-11-19,2023-11-19,2023-11-19T08:15:00,2023-11-19T08:30:00,3176.403,274.805,3451.208
2023-11-19,2023-11-19,2023-11-19T08:30:00,2023-11-19T08:45:00,3199.763,271.851,3471.614
2023-11-19,2023-11-19,2023-11-19T08:45:00,2023-11-19T09:00:00,3223.112,268.899,3492.011
2023-11-19,2023-11-19,2023-11-19T09:00:00,2023-11-19T09:15:00,3246.477,265.944,3512.421
2023-11-19,2023-11-19,2023-11-19T09:15:00,2023-11-19T09:30:00,3276.521,272.88,3549.401
2023-11-19,2023-11-19,2023-11-19T09:30:00,2023-11-19T09:45:00,3306.574,279.82,3586.394
2023-11-19,2023-11-19,2023-11-19T09:45:00,2023-11-19T10:00:00,3336.609,286.763,3623.372
2023-11-19,2023-11-19,2023-11-19T10:00:00,2023-11-19T10:15:00,3366.646,293.702,3660.348
2023-11-19,2023-11-19,2023-11-19T10:15:00,2023-11-19T10:30:00,3382.934,306.453,3689.387
2023-11-19,2023-11-19,2023-11-19T10:30:00,2023-11-19T10:45:00,3399.23,319.202,3718.432
2023-11-19,2023-11-19,2023-11-19T10:45:00,2023-11-19T11:00:00,3415.523,331.951,3747.474
2023-11-19,2023-11-19,2023-11-19T11:00:00,2023-11-19T11:15:00,3431.816,344.698,3776.514
2023-11-19,2023-11-19,2023-11-19T11:15:00,2023-11-19T11:30:00,3442.492,358.352,3800.844
2023-11-19,2023-11-19,2023-11-19T11:30:00,2023-11-19T11:45:00,3453.173,372.006,3825.179
2023-11-19,2023-11-19,2023-11-19T11:45:00,2023-11-19T12:00:00,3463.844,385.659,3849.503
2023-11-19,2023-11-19,2023-11-19T12:00:00,2023-11-19T12:15:00,3474.539,399.317,3873.856
2023-11-19,2023-11-19,2023-11-19T12:15:00,2023-11-19T12:30:00,3485.71,413.402,3899.112
2023-11-19,2023-11-19,2023-11-19T12:30:00,2023-11-19T12:45:00,3496.889,427.493,3924.382
2023-11-19,2023-11-19,2023-11-19T12:45:00,2023-11-19T13:00:00,3508.074,441.587,3949.661
2023-11-19,2023-11-19,2023-11-19T13:00:00,2023-11-19T13:15:00,3519.264,455.677,3974.941
2023-11-19,2023-11-19,2023-11-19T13:15:00,2023-11-19T13:30:00,3508.375,464.315,3972.69
2023-11-19,2023-11-19,2023-11-19T13:30:00,2023-11-19T13:45:00,3497.495,472.946,3970.441
2023-11-19,2023-11-19,2023-11-19T13:45:00,2023-11-19T14:00:00,3486.606,481.585,3968.191
2023-11-19,2023-11-19,2023-11-19T14:00:00,2023-11-19T14:15:00,3475.709,490.215,3965.924
2023-11-19,2023-11-19,2023-11-19T14:15:00,2023-11-19T14:30:00,3462.549,498.315,3960.864
2023-11-19,2023-11-19,2023-11-19T14:30:00,2023-11-19T14:45:00,3449.398,506.408,3955.806
2023-11-19,2023-11-19,2023-11-19T14:45:00,2023-11-19T15:00:00,3436.24,514.509,3950.749
2023-11-19,2023-11-19,2023-11-19T15:00:00,2023-11-19T15:15:00,3423.09,522.6,3945.69
2023-11-19,2023-11-19,2023-11-19T15:15:00,2023-11-19T15:30:00,3393.922,529.618,3923.54
2023-11-19,2023-11-19,2023-11-19T15:30:00,2023-11-19T15:45:00,3364.751,536.633,3901.384
2023-11-19,2023-11-19,2023-11-19T15:45:00,2023-11-19T16:00:00,3335.6,543.644,3879.244
2023-11-19,2023-11-19,2023-11-19T16:00:00,2023-11-19T16:15:00,3306.442,550.657,3857.099
2023-11-19,2023-11-19,2023-11-19T16:15:00,2023-11-19T16:30:00,3292.416,562.374,3854.79
2023-11-19,2023-11-19,2023-11-19T16:30:00,2023-11-19T16:45:00,3278.415,574.087,3852.502
2023-11-19,2023-11-19,2023-11-19T16:45:00,2023-11-19T17:00:00,3264.387,585.804,3850.191
2023-11-19,2023-11-19,2023-11-19T17:00:00,2023-11-19T17:15:00,3250.377,597.517,3847.894
2023-11-19,2023-11-19,2023-11-19T17:15:00,2023-11-19T17:30:00,3223.728,593.295,3817.023
2023-11-19,2023-11-19,2023-11-19T17:30:00,2023-11-19T17:45:00,3197.099,589.076,3786.175
2023-11-19,2023-11-19,2023-11-19T17:45:00,2023-11-19T18:00:00,3170.44,584.854,3755.294
2023-11-19,2023-11-19,2023-11-19T18:00:00,2023-11-19T18:15:00,3143.809,580.629,3724.438
2023-11-19,2023-11-19,2023-11-19T18:15:00,2023-11-19T18:30:00,3099.86,566.112,3665.972
2023-11-19,2023-11-19,2023-11-19T18:30:00,2023-11-19T18:45:00,3055.909,551.589,3607.498
2023-11-19,2023-11-19,2023-11-19T18:45:00,2023-11-19T19:00:00,3011.97,537.072,3549.042
2023-11-19,2023-11-19,2023-11-19T19:00:00,2023-11-19T19:15:00,2968.024,522.552,3490.576
2023-11-19,2023-11-19,2023-11-19T19:15:00,2023-11-19T19:30:00,2916.587,499.311,3415.898
2023-11-19,2023-11-19,2023-11-19T19:30:00,2023-11-19T19:45:00,2865.159,476.066,3341.225
2023-11-19,2023-11-19,2023-11-19T19:45:00,2023-11-19T20:00:00,2813.719,452.813,3266.532
2023-11-19,2023-11-19,2023-11-19T20:00:00,2023-11-19T20:15:00,2762.296,429.566,3191.862
2023-11-19,2023-11-19,2023-11-19T20:15:00,2023-11-19T20:30:00,2734.413,410.583,3144.996
2023-11-19,2023-11-19,2023-11-19T20:30:00,2023-11-19T20:45:00,2706.535,391.602,3098.137
2023-11-19,2023-11-19,2023-11-19T20:45:00,2023-11-19T21:00:00,2678.645,372.627,3051.272
2023-11-19,2023-11-19,2023-11-19T21:00:00,2023-11-19T21:15:00,2650.767,353.642,3004.409
2023-11-19,2023-11-19,2023-11-19T21:15:00,2023-11-19T21:30:00,2618.911,337.518,2956.429
2023-11-19,2023-11-19,2023-11-19T21:30:00,2023-11-19T21:45:00,2587.071,321.394,2908.465
2023-11-19,2023-11-19,2023-11-19T21:45:00,2023-11-19T22:00:00,2555.217,305.272,2860.489
2023-11-19,2023-11-19,2023-11-19T22:00:00,2023-11-19T22:15:00,2523.368,289.145,2812.513
2023-11-19,2023-11-19,2023-11-19T22:15:00,2023-11-19T22:30:00,2490.713,273.178,2763.891
2023-11-19,2023-11-19,2023-11-19T22:30:00,2023-11-19T22:45:00,2458.049,257.207,2715.256
2023-11-19,2023-11-19,2023-11-19T22:45:00,2023-11-19T23:00:00,2425.387,241.231,2666.618
2023-11-20,2023-11-19,2023-11-19T23:00:00,2023-11-19T23:15:00,2444.279,194.117,2638.396
2023-11-20,2023-11-19,2023-11-19T23:15:00,2023-11-19T23:30:00,2410.82,185.885,2596.705
2023-11-20,2023-11-19,2023-11-19T23:30:00,2023-11-19T23:45:00,2377.355,177.66,2555.015
2023-11-20,2023-11-19,2023-11-19T23:45:00,2023-11-20T00:00:00,2343.899,169.428,2513.327
2023-11-20,2023-11-20,2023-11-20T00:00:00,2023-11-20T00:15:00,2310.441,161.202,2471.643
2023-11-20,2023-11-20,2023-11-20T00:15:00,2023-11-20T00:30:00,2318.657,163.762,2482.419
2023-11-20,2023-11-20,2023-11-20T00:30:00,2023-11-20T00:45:00,2326.886,166.328,2493.214
2023-11-20,2023-11-20,2023-11-20T00:45:00,2023-11-20T01:00:00,2335.091,168.892,2503.983
2023-11-20,2023-11-20,2023-11-20T01:00:00,2023-11-20T01:15:00,2221.451,145.712,2367.163
2023-11-20,2023-11-20,2023-11-20T01:15:00,2023-11-20T01:30:00,2262.154,155.198,2417.352
2023-11-20,2023-11-20,2023-11-20T01:30:00,2023-11-20T01:45:00,2302.887,164.689,2467.576
2023-11-20,2023-11-20,2023-11-20T01:45:00,2023-11-20T02:00:00,2343.607,174.174,2517.781
2023-11-20,2023-11-20,2023-11-20T02:00:00,2023-11-20T02:15:00,2384.322,183.662,2567.984
2023-11-20,2023-11-20,2023-11-20T02:15:00,2023-11-20T02:30:00,2464.878,201.271,2666.149
2023-11-20,2023-11-20,2023-11-20T02:30:00,2023-11-20T02:45:00,2545.429,218.883,2764.312
2023-11-20,2023-11-20,2023-11-20T02:45:00,2023-11-20T03:00:00,2626.0,236.491,2862.491
2023-11-20,2023-11-20,2023-11-20T03:00:00,2023-11-20T03:15:00,2706.553,254.099,2960.652
2023-11-20,2023-11-20,2023-11-20T03:15:00,2023-11-20T03:30:00,2792.14,290.327,3082.467
2023-11-20,2023-11-20,2023-11-20T03:30:00,2023-11-20T03:45:00,2877.725,326.55,3204.275
2023-11-20,2023-11-20,2023-11-20T03:45:00,2023-11-20T04:00:00,2963.301,362.776,3326.077
2023-11-20,2023-11-20,2023-11-20T04:00:00,2023-11-20T04:15:00,3048.893,399.002,3447.895
2023-11-20,2023-11-20,2023-11-20T04:15:00,2023-11-20T04:30:00,3091.038,423.647,3514.685
2023-11-20,2023-11-20,2023-11-20T04:30:00,2023-11-20T04:45:00,3133.182,448.296,3581.478
2023-11-20,2023-11-20,2023-11-20T04:45:00,2023-11-20T05:00:00,3175.325,472.945,3648.27
2023-11-20,2023-11-20,2023-11-20T05:00:00,2023-11-20T05:15:00,3217.481,497.592,3715.073
2023-11-20,2023-11-20,2023-11-20T05:15:00,2023-11-20T05:30:00,3245.231,511.543,3756.774
2023-11-20,2023-11-20,2023-11-20T05:30:00,2023-11-20T05:45:00,3272.984,525.497,3798.481
2023-11-20,2023-11-20,2023-11-20T05:45:00,2023-11-20T06:00:00,3300.737,539.453,3840.19
2023-11-20,2023-11-20,2023-11-20T06:00:00,2023-11-20T06:15:00,3328.492,553.411,3881.903
2023-11-20,2023-11-20,2023-11-20T06:15:00,2023-11-20T06:30:00,3337.897,560.573,3898.47
2023-11-20,2023-11-20,2023-11-20T06:30:00,2023-11-20T06:45:00,3347.307,567.738,3915.045
2023-11-20,2023-11-20,2023-11-20T06:45:00,2023-11-20T07:00:00,3356.72,574.897,3931.617
2023-11-20,2023-11-20,2023-11-20T07:00:00,2023-11-20T07:15:00,3290.035,547.319,3837.354
2023-11-20,2023-11-20,2023-11-20T07:15:00,2023-11-20T07:30:00,3331.406,566.939,3898.345
2023-11-20,2023-11-20,2023-11-20T07:30:00,2023-11-20T07:45:00,3372.762,586.562,3959.324
2023-11-20,2023-11-20,2023-11-20T07:45:00,2023-11-20T08:00:00,3414.124,606.183,4020.307
2023-11-20,2023-11-20,2023-11-20T08:00:00,2023-11-20T08:15:00,3455.483,624.661,4080.144
2023-11-20,2023-11-20,2023-11-20T08:15:00,2023-11-20T08:30:00,3504.186,649.789,4153.975
2023-11-20,2023-11-20,2023-11-20T08:30:00,2023-11-20T08:45:00,3552.89,674.93,4227.82
2023-11-20,2023-11-20,2023-11-20T08:45:00,2023-11-20T09:00:00,3601.606,700.07,4301.676
2023-11-20,2023-11-20,2023-11-20T09:00:00,2023-11-20T09:15:00,3650.316,725.202,4375.518
2023-11-20,2023-11-20,2023-11-20T09:15:00,2023-11-20T09:30:00,3639.597,739.259,4378.856
2023-11-20,2023-11-20,2023-11-20T09:30:00,2023-11-20T09:45:00,3628.882,753.305,4382.187
2023-11-20,2023-11-20,2023-11-20T09:45:00,2023-11-20T10:00:00,3618.171,767.355,4385.526
2023-11-20,2023-11-20,2023-11-20T10:00:00,2023-11-20T10:15:00,3607.453,781.408,4388.861
2023-11-20,2023-11-20,2023-11-20T10:15:00,2023-11-20T10:30:00,3607.659,788.941,4396.6
2023-11-20,2023-11-20,2023-11-20T10:30:00,2023-11-20T10:45:00,3607.845,796.479,4404.324
2023-11-20,2023-11-20,2023-11-20T10:45:00,2023-11-20T11:00:00,3608.047,804.015,4412.062
2023-11-20,2023-11-20,2023-11-20T11:00:00,2023-11-20T11:15:00,3608.249,811.55,4419.799
2023-11-20,2023-11-20,2023-11-20T11:15:00,2023-11-20T11:30:00,3609.293,806.189,4415.482
2023-11-20,2023-11-20,2023-11-20T11:30:00,2023-11-20T11:45:00,3610.345,800.825,4411.17
2023-11-20,2023-11-20,2023-11-20T11:45:00,2023-11-20T12:00:00,3611.404,795.464,4406.868
2023-11-20,2023-11-20,2023-11-20T12:00:00,2023-11-20T12:15:00,3612.453,790.098,4402.551
2023-11-20,2023-11-20,2023-11-20T12:15:00,2023-11-20T12:30:00,3616.068,788.502,4404.57
2023-11-20,2023-11-20,2023-11-20T12:30:00,2023-11-20T12:45:00,3619.677,786.905,4406.582
2023-11-20,2023-11-20,2023-11-20T12:45:00,2023-11-20T13:00:00,3623.287,785.311,4408.598
2023-11-20,2023-11-20,2023-11-20T13:00:00,2023-11-20T13:15:00,3626.908,857.257,4484.165
2023-11-20,2023-11-20,2023-11-20T13:15:00,2023-11-20T13:30:00,3610.197,850.381,4460.578
2023-11-20,2023-11-20,2023-11-20T13:30:00,2023-11-20T13:45:00,3593.486,843.503,4436.989
2023-11-20,2023-11-20,2023-11-20T13:45:00,2023-11-20T14:00:00,3576.776,836.633,4413.409
2023-11-20,2023-11-20,2023-11-20T14:00:00,2023-11-20T14:15:00,3560.064,829.756,4389.82
2023-11-20,2023-11-20,2023-11-20T14:15:00,2023-11-20T14:30:00,3543.695,836.511,4380.206
2023-11-20,2023-11-20,2023-11-20T14:30:00,2023-11-20T14:45:00,3560.9,843.271,4404.171
2023-11-20,2023-11-20,2023-11-20T14:45:00,2023-11-20T15:00:00,3540.893,850.034,4390.927
2023-11-20,2023-11-20,2023-11-20T15:00:00,2023-11-20T15:15:00,3520.882,856.784,4377.666
2023-11-20,2023-11-20,2023-11-20T15:15:00,2023-11-20T15:30:00,3498.703,874.357,4373.06
2023-11-20,2023-11-20,2023-11-20T15:30:00,2023-11-20T15:45:00,3476.518,891.931,4368.449
2023-11-20,2023-11-20,2023-11-20T15:45:00,2023-11-20T16:00:00,3454.339,909.505,4363.844
2023-11-20,2023-11-20,2023-11-20T16:00:00,2023-11-20T16:15:00,3432.142,927.075,4359.217
2023-11-20,2023-11-20,2023-11-20T16:15:00,2023-11-20T16:30:00,3406.319,926.718,4333.037
2023-11-20,2023-11-20,2023-11-20T16:30:00,2023-11-20T16:45:00,3380.492,926.359,4306.851
2023-11-20,2023-11-20,2023-11-20T16:45:00,2023-11-20T17:00:00,3354.662,926.003,4280.665
2023-11-20,2023-11-20,2023-11-20T17:00:00,2023-11-20T17:15:00,3328.825,925.65,4254.475
2023-11-20,2023-11-20,2023-11-20T17:15:00,2023-11-20T17:30:00,3310.8,920.304,4231.104
2023-11-20,2023-11-20,2023-11-20T17:30:00,2023-11-20T17:45:00,3292.79,914.97,4207.76
2023-11-20,2023-11-20,2023-11-20T17:45:00,2023-11-20T18:00:00,3274.787,909.629,4184.416
2023-11-20,2023-11-20,2023-11-20T18:00:00,2023-11-20T18:15:00,3256.763,904.297,4161.06
2023-11-20,2023-11-20,2023-11-20T18:15:00,2023-11-20T18:30:00,3216.912,888.89,4105.802
2023-11-20,2023-11-20,2023-11-20T18:30:00,2023-11-20T18:45:00,3177.058,873.478,4050.536
2023-11-20,2023-11-20,2023-11-20T18:45:00,2023-11-20T19:00:00,3137.212,858.074,3995.286
2023-11-20,2023-11-20,2023-11-20T19:00:00,2023-11-20T19:15:00,3115.053,828.123,3943.176
2023-11-20,2023-11-20,2023-11-20T19:15:00,2023-11-20T19:30:00,3100.521,815.578,3916.099
2023-11-20,2023-11-20,2023-11-20T19:30:00,2023-11-20T19:45:00,3085.992,803.039,3889.031
2023-11-20,2023-11-20,2023-11-20T19:45:00,2023-11-20T20:00:00,3071.463,790.49,3861.953
2023-11-20,2023-11-20,2023-11-20T20:00:00,2023-11-20T20:15:00,3056.942,777.946,3834.888
2023-11-20,2023-11-20,2023-11-20T20:15:00,2023-11-20T20:30:00,3035.34,762.097,3797.437
2023-11-20,2023-11-20,2023-11-20T20:30:00,2023-11-20T20:45:00,3013.743,746.246,3759.989
2023-11-20,2023-11-20,2023-11-20T20:45:00,2023-11-20T21:00:00,2992.143,730.393,3722.536
2023-11-20,2023-11-20,2023-11-20T21:00:00,2023-11-20T21:15:00,2970.553,714.543,3685.096
2023-11-20,2023-11-20,2023-11-20T21:15:00,2023-11-20T21:30:00,2911.16,695.686,3606.846
2023-11-20,2023-11-20,2023-11-20T21:30:00,2023-11-20T21:45:00,2851.787,676.833,3528.62
2023-11-20,2023-11-20,2023-11-20T21:45:00,2023-11-20T22:00:00,2792.414,657.976,3450.39
2023-11-20,2023-11-20,2023-11-20T22:00:00,2023-11-20T22:15:00,2733.025,639.123,3372.148
2023-11-20,2023-11-20,2023-11-20T22:15:00,2023-11-20T22:30:00,2664.222,616.831,3281.053
2023-11-20,2023-11-20,2023-11-20T22:30:00,2023-11-20T22:45:00,2595.442,594.548,3189.99
2023-11-20,2023-11-20,2023-11-20T22:45:00,2023-11-20T23:00:00,2526.641,572.269,3098.91
2023-11-21,2023-11-20,2023-11-20T23:00:00,2023-11-20T23:15:00,2457.846,549.974,3007.82
2023-11-21,2023-11-20,2023-11-20T23:15:00,2023-11-20T23:30:00,2385.165,532.616,2917.781
2023-11-21,2023-11-20,2023-11-20T23:30:00,2023-11-20T23:45:00,2312.462,515.26,2827.722
2023-11-21,2023-11-20,2023-11-20T23:45:00,2023-11-21T00:00:00,2239.772,497.896,2737.668
2023-11-21,2023-11-21,2023-11-21T00:00:00,2023-11-21T00:15:00,2167.086,480.535,2647.621
2023-11-21,2023-11-21,2023-11-21T00:15:00,2023-11-21T00:30:00,2123.892,463.371,2587.263
2023-11-21,2023-11-21,2023-11-21T00:30:00,2023-11-21T00:45:00,2080.712,446.205,2526.917
2023-11-21,2023-11-21,2023-11-21T00:45:00,2023-11-21T01:00:00,2037.533,429.044,2466.577
2023-11-21,2023-11-21,2023-11-21T01:00:00,2023-11-21T01:15:00,2192.936,414.39,2607.326
2023-11-21,2023-11-21,2023-11-21T01:15:00,2023-11-21T01:30:00,2128.412,399.409,2527.821
2023-11-21,2023-11-21,2023-11-21T01:30:00,2023-11-21T01:45:00,2063.89,384.428,2448.318
2023-11-21,2023-11-21,2023-11-21T01:45:00,2023-11-21T02:00:00,1999.359,369.44,2368.799
2023-11-21,2023-11-21,2023-11-21T02:00:00,2023-11-21T02:15:00,1934.84,354.453,2289.293
2023-11-21,2023-11-21,2023-11-21T02:15:00,2023-11-21T02:30:00,1870.709,337.476,2208.185
2023-11-21,2023-11-21,2023-11-21T02:30:00,2023-11-21T02:45:00,1806.581,320.499,2127.08
2023-11-21,2023-11-21,2023-11-21T02:45:00,2023-11-21T03:00:00,1742.438,303.523,2045.961
2023-11-21,2023-11-21,2023-11-21T03:00:00,2023-11-21T03:15:00,1678.309,286.549,1964.858
2023-11-21,2023-11-21,2023-11-21T03:15:00,2023-11-21T03:30:00,1624.373,279.013,1903.386
2023-11-21,2023-11-21,2023-11-21T03:30:00,2023-11-21T03:45:00,1570.422,271.476,1841.898
2023-11-21,2023-11-21,2023-11-21T03:45:00,2023-11-21T04:00:00,1516.489,263.935,1780.424
2023-11-21,2023-11-21,2023-11-21T04:00:00,2023-11-21T04:15:00,1462.546,256.398,1718.944
2023-11-21,2023-11-21,2023-11-21T04:15:00,2023-11-21T04:30:00,1399.796,235.43,1635.226
2023-11-21,2023-11-21,2023-11-21T04:30:00,2023-11-21T04:45:00,1337.047,214.458,1551.505
2023-11-21,2023-11-21,2023-11-21T04:45:00,2023-11-21T05:00:00,1274.309,193.489,1467.798
2023-11-21,2023-11-21,2023-11-21T05:00:00,2023-11-21T05:15:00,1211.571,172.516,1384.087
2023-11-21,2023-11-21,2023-11-21T05:15:00,2023-11-21T05:30:00,1123.425,152.698,1276.123
2023-11-21,2023-11-21,2023-11-21T05:30:00,2023-11-21T05:45:00,1035.284,132.895,1168.179
2023-11-21,2023-11-21,2023-11-21T05:45:00,2023-11-21T06:00:00,947.142,113.08,1060.222
2023-11-21,2023-11-21,2023-11-21T06:00:00,2023-11-21T06:15:00,859.003,93.268,952.271
2023-11-21,2023-11-21,2023-11-21T06:15:00,2023-11-21T06:30:00,813.508,83.519,897.027
2023-11-21,2023-11-21,2023-11-21T06:30:00,2023-11-21T06:45:00,768.003,73.772,841.775
2023-11-21,2023-11-21,2023-11-21T06:45:00,2023-11-21T07:00:00,722.502,64.022,786.524
2023-11-21,2023-11-21,2023-11-21T07:00:00,2023-11-21T07:15:00,777.889,77.841,855.73
2023-11-21,2023-11-21,2023-11-21T07:15:00,2023-11-21T07:30:00,752.547,70.522,823.069
2023-11-21,2023-11-21,2023-11-21T07:30:00,2023-11-21T07:45:00,727.199,63.204,790.403
2023-11-21,2023-11-21,2023-11-21T07:45:00,2023-11-21T08:00:00,701.874,55.885,757.759
2023-11-21,2023-11-21,2023-11-21T08:00:00,2023-11-21T08:15:00,676.534,48.571,725.105
2023-11-21,2023-11-21,2023-11-21T08:15:00,2023-11-21T08:30:00,641.485,43.158,684.643
2023-11-21,2023-11-21,2023-11-21T08:30:00,2023-11-21T08:45:00,606.452,37.747,644.199
2023-11-21,2023-11-21,2023-11-21T08:45:00,2023-11-21T09:00:00,571.415,32.339,603.754
2023-11-21,2023-11-21,2023-11-21T09:00:00,2023-11-21T09:15:00,536.38,26.923,563.303
2023-11-21,2023-11-21,2023-11-21T09:15:00,2023-11-21T09:30:00,519.049,26.21,545.259
2023-11-21,2023-11-21,2023-11-21T09:30:00,2023-11-21T09:45:00,501.702,25.504,527.206
2023-11-21,2023-11-21,2023-11-21T09:45:00,2023-11-21T10:00:00,484.356,24.798,509.154
2023-11-21,2023-11-21,2023-11-21T10:00:00,2023-11-21T10:15:00,467.011,24.09,491.101
2023-11-21,2023-11-21,2023-11-21T10:15:00,2023-11-21T10:30:00,454.275,26.086,480.361
2023-11-21,2023-11-21,2023-11-21T10:30:00,2023-11-21T10:45:00,441.561,28.085,469.646
2023-11-21,2023-11-21,2023-11-21T10:45:00,2023-11-21T11:00:00,428.823,30.081,458.904
2023-11-21,2023-11-21,2023-11-21T11:00:00,2023-11-21T11:15:00,416.1,32.071,448.171
2023-11-21,2023-11-21,2023-11-21T11:15:00,2023-11-21T11:30:00,404.371,33.627,437.998
2023-11-21,2023-11-21,2023-11-21T11:30:00,2023-11-21T11:45:00,392.648,35.175,427.823
2023-11-21,2023-11-21,2023-11-21T11:45:00,2023-11-21T12:00:00,380.917,36.731,417.648
2023-11-21,2023-11-21,2023-11-21T12:00:00,2023-11-21T12:15:00,369.18,38.28,407.46
2023-11-21,2023-11-21,2023-11-21T12:15:00,2023-11-21T12:30:00,370.263,40.536,410.799
2023-11-21,2023-11-21,2023-11-21T12:30:00,2023-11-21T12:45:00,371.345,42.802,414.147
2023-11-21,2023-11-21,2023-11-21T12:45:00,2023-11-21T13:00:00,372.432,45.05,417.482
2023-11-21,2023-11-21,2023-11-21T13:00:00,2023-11-21T13:15:00,416.38,64.621,481.001
2023-11-21,2023-11-21,2023-11-21T13:15:00,2023-11-21T13:30:00,396.443,64.056,460.499
2023-11-21,2023-11-21,2023-11-21T13:30:00,2023-11-21T13:45:00,376.507,63.492,439.999
2023-11-21,2023-11-21,2023-11-21T13:45:00,2023-11-21T14:00:00,356.56,62.925,419.485
2023-11-21,2023-11-21,2023-11-21T14:00:00,2023-11-21T14:15:00,336.624,62.366,398.99
2023-11-21,2023-11-21,2023-11-21T14:15:00,2023-11-21T14:30:00,325.059,61.592,386.651
2023-11-21,2023-11-21,2023-11-21T14:30:00,2023-11-21T14:45:00,313.502,60.821,374.323
2023-11-21,2023-11-21,2023-11-21T14:45:00,2023-11-21T15:00:00,301.931,60.049,361.98
2023-11-21,2023-11-21,2023-11-21T15:00:00,2023-11-21T15:15:00,290.371,59.277,349.648
2023-11-21,2023-11-21,2023-11-21T15:15:00,2023-11-21T15:30:00,292.732,66.29,359.022
